Date,PRCP,WSF2,WSF5
2011-01-25,0.0,8.9,13.0
2011-01-26,1.08,25.9,36.9
2011-01-27,0.0,21.0,29.1
2011-01-28,0.02,16.1,21.0
2011-01-29,0.0,13.0,17.0
2011-01-30,0.0,12.1,32.0
2011-01-31,0.02,17.0,23.0
2011-02-01,0.0,15.0,25.9
2011-02-02,0.44,25.1,35.1
2011-02-03,0.0,18.1,29.1
2011-02-04,0.0,14.1,31.1
2011-02-05,0.02,23.0,33.1
2011-02-06,0.0,14.1,21.0
2011-02-07,0.1,8.9,38.9
2011-02-08,0.0,25.9,38.0
2011-02-09,0.0,15.0,21.0
2011-02-10,0.03,18.1,23.9
2011-02-11,0.0,16.1,21.0
2011-02-12,0.0,25.9,36.0
2011-02-13,0.0,21.9,31.1
2011-02-14,0.0,30.0,47.0
2011-02-15,0.0,30.0,40.9
2011-02-16,0.0,19.9,29.1
2011-02-17,0.0,13.0,31.1
2011-02-18,0.0,19.9,31.1
2011-02-19,0.0,35.1,51.0
2011-02-20,0.0,29.1,38.0
2011-02-21,0.02,21.0,30.0
2011-02-22,0.08,21.0,32.0
2011-02-23,0.0,12.1,25.1
2011-02-24,0.07,17.0,31.1
2011-02-25,0.15,36.9,52.1
2011-02-26,0.01,15.0,29.1
2011-02-27,0.0,6.9,12.1
2011-02-28,0.38,29.1,38.9
2011-03-01,0.34,21.9,29.1
2011-03-02,0.0,21.9,29.1
2011-03-03,0.0,12.1,14.1
2011-03-04,0.0,12.1,21.0
2011-03-05,0.0,10.1,29.1
2011-03-06,0.62,21.9,35.1
2011-03-07,0.0,23.9,32.0
2011-03-08,0.0,19.9,38.0
2011-03-09,0.0,17.0,23.9
2011-03-10,1.14,23.0,31.1
2011-03-11,0.24,17.0,32.0
2011-03-12,0.0,21.9,38.9
2011-03-13,0.0,16.1,55.9
2011-03-14,0.0,16.1,33.1
2011-03-15,0.0,16.1,23.0
2011-03-16,0.35,23.0,32.0
2011-03-17,0.0,14.1,18.1
2011-03-18,0.0,17.0,25.1
2011-03-19,0.0,23.9,31.1
2011-03-20,0.0,18.1,29.1
2011-03-21,0.26,21.0,28.0
2011-03-22,0.0,17.0,21.9
2011-03-23,0.17,17.0,23.9
2011-03-24,0.0,17.0,23.9
2011-03-25,0.0,13.0,23.0
2011-03-26,0.0,14.1,25.9
2011-03-27,0.33,8.9,13.0
2011-03-28,0.0,15.0,23.9
2011-03-29,0.0,17.0,23.9
2011-03-30,0.05,16.1,23.0
2011-03-31,0.32,18.1,32.0
2011-04-01,0.0,19.9,25.9
2011-04-02,0.14,10.1,17.0
2011-04-03,0.1,17.0,23.9
2011-04-04,0.0,32.0,44.1
2011-04-05,0.06,30.0,38.9
2011-04-06,0.0,25.1,33.1
2011-04-07,0.0,21.9,29.1
2011-04-08,0.32,21.9,29.1
2011-04-09,0.0,21.0,29.1
2011-04-10,0.0,15.0,21.9
2011-04-11,0.0,23.9,36.0
2011-04-12,0.06,16.1,28.0
2011-04-13,0.0,18.1,25.9
2011-04-14,0.0,14.1,25.9
2011-04-15,0.0,18.1,25.1
2011-04-16,0.41,25.1,36.0
2011-04-17,0.0,25.9,61.1
2011-04-18,0.0,21.9,29.1
2011-04-19,0.0,19.9,28.0
2011-04-20,0.0,21.9,30.0
2011-04-21,0.0,21.9,30.0
2011-04-22,0.07,18.1,30.0
2011-04-23,0.04,21.0,30.0
2011-04-24,0.0,14.1,23.9
2011-04-25,0.0,21.9,28.0
2011-04-26,0.0,15.0,21.9
2011-04-27,0.0,23.0,32.0
2011-04-28,0.0,25.9,36.0
2011-04-29,0.0,16.1,23.0
2011-04-30,0.0,21.9,29.1
2011-05-01,0.02,8.1,18.1
2011-05-02,0.01,15.0,21.9
2011-05-03,0.0,16.1,25.1
2011-05-04,0.43,19.9,23.9
2011-05-05,0.0,19.9,30.0
2011-05-06,0.0,16.1,21.9
2011-05-07,0.0,15.0,19.9
2011-05-08,0.0,10.1,14.1
2011-05-09,0.0,17.0,74.9
2011-05-10,0.0,16.1,21.9
2011-05-11,0.0,17.0,23.0
2011-05-12,0.0,8.9,21.9
2011-05-13,0.0,8.9,15.0
2011-05-14,0.02,12.1,18.1
2011-05-15,0.52,14.1,21.0
2011-05-16,0.0,14.1,21.9
2011-05-17,0.03,21.0,25.9
2011-05-18,0.03,14.1,18.1
2011-05-19,0.0,17.0,21.9
2011-05-20,0.01,15.0,30.0
2011-05-21,0.0,10.1,15.0
2011-05-22,0.0,12.1,17.0
2011-05-23,0.02,21.9,31.1
2011-05-24,0.0,17.0,23.9
2011-05-25,0.0,12.1,14.1
2011-05-26,0.0,14.1,19.9
2011-05-27,0.0,14.1,21.0
2011-05-28,0.0,10.1,16.1
2011-05-29,0.0,17.0,23.0
2011-05-30,0.0,13.0,18.1
2011-05-31,0.0,8.1,14.1
2011-06-01,0.0,16.1,23.9
2011-06-02,0.0,19.9,28.0
2011-06-03,0.0,15.0,21.0
2011-06-04,0.0,6.0,8.1
2011-06-05,0.0,8.9,12.1
2011-06-06,0.0,15.0,23.0
2011-06-07,0.0,15.0,21.0
2011-06-08,0.0,13.0,18.1
2011-06-09,0.0,17.0,23.9
2011-06-10,0.11,15.0,23.9
2011-06-11,0.0,13.0,18.1
2011-06-12,0.76,13.0,19.9
2011-06-13,0.0,17.0,23.0
2011-06-14,0.0,14.1,21.0
2011-06-15,0.0,15.0,21.0
2011-06-16,0.0,15.0,23.0
2011-06-17,0.01,18.1,28.0
2011-06-18,0.02,16.1,23.0
2011-06-19,0.1,12.1,19.9
2011-06-20,0.4,14.1,18.1
2011-06-21,0.0,17.0,23.0
2011-06-22,0.0,12.1,17.0
2011-06-23,0.0,18.1,25.9
2011-06-24,0.1,18.1,25.1
2011-06-25,0.02,10.1,16.1
2011-06-26,0.0,13.0,18.1
2011-06-27,0.77,13.0,18.1
2011-06-28,0.15,25.9,36.0
2011-06-29,0.0,13.0,16.1
2011-06-30,0.0,13.0,18.1
2011-07-01,0.0,10.1,14.1
2011-07-02,0.0,12.1,19.9
2011-07-03,0.08,12.1,21.9
2011-07-04,0.0,17.0,23.0
2011-07-05,0.02,10.1,15.0
2011-07-06,0.08,18.1,25.9
2011-07-07,0.0,14.1,21.0
2011-07-08,1.3,21.9,30.0
2011-07-09,0.08,10.1,16.1
2011-07-10,0.0,8.9,12.1
2011-07-11,0.0,21.9,31.1
2011-07-12,0.0,19.9,28.0
2011-07-13,0.05,12.1,15.0
2011-07-14,0.0,21.9,30.0
2011-07-15,0.0,14.1,19.9
2011-07-16,0.0,12.1,17.0
2011-07-17,0.0,14.1,21.0
2011-07-18,0.0,19.9,25.1
2011-07-19,0.42,16.1,23.0
2011-07-20,0.0,10.1,14.1
2011-07-21,0.0,14.1,21.0
2011-07-22,0.0,13.0,19.9
2011-07-23,0.0,13.0,19.9
2011-07-24,0.59,23.9,33.1
2011-07-25,0.0,,
2011-07-26,0.0,,
2011-07-27,0.0,,
2011-07-28,0.0,8.1,13.0
2011-07-29,0.0,10.1,15.0
2011-07-30,0.0,12.1,18.1
2011-07-31,0.0,16.1,21.0
2011-08-01,0.07,16.1,23.0
2011-08-02,0.01,12.1,15.0
2011-08-03,0.32,17.0,23.9
2011-08-04,0.01,14.1,28.0
2011-08-05,0.0,10.1,21.9
2011-08-06,0.0,12.1,25.9
2011-08-07,0.03,14.1,19.9
2011-08-08,0.0,13.0,16.1
2011-08-09,0.0,19.9,30.0
2011-08-10,0.0,18.1,23.9
2011-08-11,0.0,16.1,21.0
2011-08-12,0.0,12.1,23.9
2011-08-13,0.07,12.1,19.9
2011-08-14,2.17,13.0,21.9
2011-08-15,0.16,19.9,32.0
2011-08-16,0.01,16.1,23.0
2011-08-17,0.0,10.1,15.0
2011-08-18,0.0,15.0,23.9
2011-08-19,0.0,16.1,21.9
2011-08-20,0.0,8.9,14.1
2011-08-21,0.17,29.1,42.9
2011-08-22,0.0,14.1,19.9
2011-08-23,0.0,12.1,16.1
2011-08-24,0.0,12.1,18.1
2011-08-25,0.0,23.0,30.0
2011-08-26,0.16,8.9,13.0
2011-08-27,3.72,42.9,53.9
2011-08-28,0.76,31.1,45.0
2011-08-29,0.0,13.0,16.1
2011-08-30,0.0,14.1,23.9
2011-08-31,0.0,10.1,23.9
2011-09-01,0.0,14.1,23.9
2011-09-02,0.0,14.1,49.0
2011-09-03,0.0,10.1,15.0
2011-09-04,0.0,13.0,18.1
2011-09-05,0.0,16.1,23.9
2011-09-06,0.12,23.0,30.0
2011-09-07,0.0,12.1,19.9
2011-09-08,0.0,44.1,155.0
2011-09-09,0.01,8.9,13.0
2011-09-10,0.0,8.9,13.0
2011-09-11,0.02,12.1,25.1
2011-09-12,0.0,12.1,15.0
2011-09-13,0.01,13.0,21.0
2011-09-14,0.0,12.1,18.1
2011-09-15,0.0,29.1,38.9
2011-09-16,0.0,21.0,29.1
2011-09-17,0.95,18.1,25.1
2011-09-18,0.03,21.9,29.1
2011-09-19,0.0,13.0,17.0
2011-09-20,0.0,10.1,15.0
2011-09-21,0.1,2.9,4.9
2011-09-22,0.42,28.0,68.0
2011-09-23,0.93,18.1,23.9
2011-09-24,0.11,8.1,18.1
2011-09-25,0.0,18.1,25.9
2011-09-26,0.0,13.0,25.9
2011-09-27,0.0,10.1,28.0
2011-09-28,0.0,16.1,31.1
2011-09-29,0.01,23.0,30.0
2011-09-30,0.49,18.1,32.0
2011-10-01,0.01,17.0,28.0
2011-10-02,0.0,14.1,28.0
2011-10-03,0.0,16.1,53.9
2011-10-04,0.0,23.0,89.9
2011-10-05,0.0,15.0,23.9
2011-10-06,0.0,23.0,25.1
2011-10-07,0.0,12.1,23.9
2011-10-08,0.0,12.1,130.0
2011-10-09,0.0,21.0,30.0
2011-10-10,0.0,15.0,29.1
2011-10-11,0.0,13.0,17.0
2011-10-12,0.01,15.0,21.0
2011-10-13,0.0,10.1,19.9
2011-10-14,0.02,23.0,33.1
2011-10-15,0.0,23.9,35.1
2011-10-16,0.0,23.0,36.0
2011-10-17,0.0,17.0,28.0
2011-10-18,0.0,12.1,21.9
2011-10-19,0.85,21.9,30.0
2011-10-20,0.0,28.0,40.0
2011-10-21,0.0,8.1,10.1
2011-10-22,0.0,10.1,13.0
2011-10-23,0.0,2.0,2.9
2011-10-24,0.0,8.1,13.0
2011-10-25,0.0,15.0,21.0
2011-10-26,0.0,23.0,30.0
2011-10-27,0.01,25.1,35.1
2011-10-28,0.0,21.0,29.1
2011-10-29,1.54,31.1,44.1
2011-10-30,0.0,18.1,25.1
2011-10-31,0.04,18.1,25.9
2011-11-01,0.15,21.0,29.1
2011-11-02,0.0,15.0,29.1
2011-11-03,0.0,12.1,17.0
2011-11-04,0.0,25.9,38.0
2011-11-05,0.0,16.1,21.9
2011-11-06,0.0,12.1,21.9
2011-11-07,0.0,14.1,31.1
2011-11-08,0.0,15.0,31.1
2011-11-09,0.01,10.1,30.0
2011-11-10,0.05,23.9,33.1
2011-11-11,0.0,23.0,33.1
2011-11-12,0.0,16.1,32.0
2011-11-13,0.0,21.0,31.1
2011-11-14,0.0,21.9,38.9
2011-11-15,0.0,19.9,25.9
2011-11-16,0.43,19.9,25.1
2011-11-17,0.4,21.9,30.0
2011-11-18,0.0,15.0,21.9
2011-11-19,0.0,15.0,23.0
2011-11-20,0.0,21.9,30.0
2011-11-21,0.1,13.0,17.0
2011-11-22,0.0,17.0,23.0
2011-11-23,0.42,28.0,35.1
2011-11-24,0.0,21.0,29.1
2011-11-25,0.0,10.1,23.0
2011-11-26,0.0,10.1,14.1
2011-11-27,0.0,13.0,23.9
2011-11-28,0.14,12.1,29.1
2011-11-29,0.45,23.9,31.1
2011-11-30,0.0,17.0,23.0
2011-12-01,0.0,18.1,25.1
2011-12-02,0.0,8.9,13.0
2011-12-03,0.0,13.0,19.9
2011-12-04,0.0,6.9,19.9
2011-12-05,0.0,8.1,29.1
2011-12-06,0.0,15.0,21.9
2011-12-07,0.08,31.1,40.0
2011-12-08,0.01,28.0,38.0
2011-12-09,0.01,8.1,10.1
2011-12-10,0.0,21.9,30.0
2011-12-11,0.0,13.0,17.0
2011-12-12,0.0,13.0,28.0
2011-12-13,0.0,15.0,25.9
2011-12-14,0.0,10.1,23.0
2011-12-15,0.0,23.9,33.1
2011-12-16,0.11,23.0,29.1
2011-12-17,0.0,16.1,21.0
2011-12-18,0.0,15.0,29.1
2011-12-19,0.0,21.0,29.1
2011-12-20,0.0,16.1,23.9
2011-12-21,0.34,21.9,32.0
2011-12-22,0.04,17.0,21.9
2011-12-23,0.02,21.0,31.1
2011-12-24,0.0,14.1,29.1
2011-12-25,0.0,18.1,32.0
2011-12-26,0.0,21.9,30.0
2011-12-27,0.5,32.0,46.1
2011-12-28,0.0,25.1,36.0
2011-12-29,0.0,10.1,15.0
2011-12-30,0.0,15.0,21.9
2011-12-31,0.07,16.1,28.0
2012-01-01,0.0,19.9,31.1
2012-01-02,0.0,23.9,33.1
2012-01-03,0.0,25.1,35.1
